id,title,description,product_url,landing_page_url,image_url,image_url_2,image_url_3,image_url_4,price,price_no_rebate,stock_quantity,brand,gtin,merchant_category,delivery_cost
47608958157141,"Action Camera 4K","
De Action Camera 4K Pora&amp;Co met EIS (Electronic Image Stabilization) is een krachtige en veelzijdige camera die is ontworpen om al je avonturen vast te leggen in verbluffende 4K-resolutie. Of je nu gaat wandelen, fietsen, duiken, snowboarden of andere actieve buitenactiviteiten onderneemt, deze camera is je ideale metgezel.
Belangrijkste kenmerken van de Action Camera 4K Pora&amp;Co met EIS zijn onder andere:


4K Ultra HD-video: Deze camera biedt video-opnames in verbluffende 4K-resolutie met een indrukwekkende beeldkwaliteit. Dit zorgt ervoor dat je video's er haarscherp en gedetailleerd uitzien, zodat je herinneringen tot in de kleinste details kunt vastleggen.


Electronic Image Stabilization (EIS): Dankzij de EIS-technologie worden schokken en trillingen geminimaliseerd, waardoor je video's soepel en stabiel blijven, zelfs tijdens bewegelijke activiteiten.


Waterdicht en duurzaam: De Action Camera 4K Pora&amp;Co is ontworpen om bestand te zijn tegen de elementen. Het wordt geleverd met een waterdichte behuizing die je in staat stelt om tot op grote diepte onder water te filmen, perfect voor snorkelen en duiken.


Brede kijkhoek: De camera heeft een brede kijkhoek, waardoor je een groter gezichtsveld hebt en meer van je omgeving kunt vastleggen.


Ingebouwde WiFi: Met de ingebouwde WiFi-functionaliteit kun je de camera eenvoudig verbinden met je smartphone of tablet. Hiermee kun je live video streamen, je opnames bekijken en delen via sociale media.


Diverse accessoires: De camera wordt geleverd met een scala aan accessoires, waaronder bevestigingsclips, een waterdichte behuizing, een selfiestick en meer, waardoor je de camera kunt aanpassen aan je specifieke behoeften en activiteiten.


De Action Camera 4K Pora&amp;Co met EIS is ideaal voor avonturiers, sportliefhebbers en iedereen die op zoek is naar een betaalbare en kwalitatieve action camera om hun belevenissen vast te leggen. Met zijn indrukwekkende 4K-resolutie en beeldstabilisatie kun je verbluffende video's en foto's maken, zelfs onder veeleisende omstandigheden.",https://poraenco-nl.myshopify.com/products/pora-co-action-camera-4k-met-eis-waterdichte-behuizing,https://poraenco-nl.myshopify.com/products/pora-co-action-camera-4k-met-eis-waterdichte-behuizing,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-action-camera-4k-met-eis-waterdichte-behuizing-elektronica-599.webp?v=1741703075,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-action-camera-4k-met-eis-waterdichte-behuizing-elektronica-444.webp?v=1741703079,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-action-camera-4k-met-eis-waterdichte-behuizing-elektronica-703.webp?v=1741703084,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-action-camera-4k-met-eis-waterdichte-behuizing-elektronica-326.webp?v=1741703088,99.95,149.95,11,Pora&Co,8720828191194,Action camera,0
50850142781781,"Beveiligingscamera - Voor binnen en buiten -1080p Full HD Beeldresolutie","Houd je huis en huisdieren altijd in de gaten met de TUYA 3MP HD WiFi Binnencamera. Deze veelzijdige beveiligingscamera biedt haarscherpe beelden, slimme functies en eenvoudige bediening via je smartphone. Dankzij de pan/tilt-functie kun je de camera op afstand draaien en kantelen voor een compleet overzicht van elke ruimte. Of je nu thuis of onderweg bent, je hebt altijd zicht op wat er gebeurt.
Belangrijkste kenmerken:


3MP HD-beeldkwaliteit: Geniet van heldere, gedetailleerde videobeelden zonder vervorming, dankzij de nieuwe verbeterde lens met meerlaagse filters en optische glazen voor nauwkeurige kleurweergave.

Pan/tilt-bediening: Bediening op afstand via je mobiele telefoon stelt je in staat om de camera 360 graden te draaien en te kantelen, voor een volledige dekking van de ruimte.

Nachtzicht: De geavanceerde infrarood nachtzichtfunctie zorgt ervoor dat je ook in het donker kunt zien wat er gebeurt, zonder concessies aan de beeldkwaliteit.

Bewegingsdetectie: De slimme bewegingssensor waarschuwt je onmiddellijk bij verdachte activiteiten, zodat je snel kunt reageren.

Tweeweg audio: Communiceer met huisdieren, familieleden of bezoekers dankzij de ingebouwde microfoon en luidspreker.

Compatibel met slimme assistenten: Werkt naadloos samen met Alexa en Google Assistant voor eenvoudige spraakbesturing en integratie in slimme scènes.

Ingebouwde AP-hotspot: Met de ingebouwde AP-hotspot kun je ook verbinding maken en live beelden bekijken zonder internetverbinding, ideaal voor noodgevallen of in afgelegen gebieden.

Eenvoudige installatie:

Sluit de camera aan op de stroom.
Download de Doodle-software.
Voeg de camera eenvoudig toe aan je netwerk en begin direct met het bekijken van livebeelden.

Of je nu op zoek bent naar extra beveiliging, je huisdieren wilt volgen of je huis in de gaten wilt houden als je niet thuis bent, de TUYA 3MP HD WiFi-camera biedt de perfecte oplossing met zijn geavanceerde functies en gebruiksvriendelijke interface. Je verdient het om je veilig te voelen, altijd en overal",https://poraenco-nl.myshopify.com/products/beveiligingscamera-voor-binnen-en-buiten-1080p-full-hd-beeldresolutie,https://poraenco-nl.myshopify.com/products/beveiligingscamera-voor-binnen-en-buiten-1080p-full-hd-beeldresolutie,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/1.Hoofdafbeelding.jpg?v=1748375042,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/2.Algemenevoordelen.jpg?v=1748375038,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/7.Tweewegaudio.jpg?v=1748375022,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/4.Camerafuncties.jpg?v=1748375031,59.95,120.00,50,Pora&Co,8720828191354,Security camera,0
51234551005525,"Compacte 5K Digitale Camera - Inclusief 32GB SD-Kaart - Zwart","",https://poraenco-nl.myshopify.com/products/compacte-5k-digitale-camera-inclusief-32gb-sd-kaart-zwart,https://poraenco-nl.myshopify.com/products/compacte-5k-digitale-camera-inclusief-32gb-sd-kaart-zwart,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_OpticalZoomCamera1.jpg?v=1754483992,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_OpticalZoomCamera7.jpg?v=1754483992,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_OpticalZoomCamera11.jpg?v=1754483993,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_OpticalZoomCamera9.jpg?v=1754483993,189.95,399.95,29,Pora&Co,8720828191484,Digital camera's,0
47123494502741,"Dementieklok 18cm","
Heb jij een dierbare die te maken heeft met de uitdagingen van Alzheimer, dementie of slechtziendheid en wil je deze persoon graag helpen met een praktische oplossing? Dan is deze dementieklok zeker een goede keuze. Deze digitale klok is speciaal ontworpen om in één oogopslag belangrijke informatie weer te geven, zoals de tijd, de dag, welk dagdeel het is en de datum. De dementieklok is voorzien van een groot display, waardoor alle gegevens duidelijk afleesbaar zijn, en kan zowel opgehangen als neergezet worden.
Ideaal voor ouderen, slechtzienden en dementerenden
Voor ouderen, slechtzienden en dementerende mensen is structuur en vertrouwen enorm belangrijk. Toch kunnen sommige ouderen wel wat hulp gebruiken om meer routine aan te brengen in hun dag. Deze dementieklok is in dit geval de ideale uitkomst. Met deze klok kunnen ouderen beter functioneren en langer zelfstandig blijven wonen.
Extra groot display
Je kunt de datum, de tijd en het dagdeel dankzij het grote scherm in één keer aflezen, waardoor ouderen en dementerenden eenvoudig kunnen zien welke dag van de week het is en hoe laat het is. Hierdoor is het makkelijker om een dagelijkse routine te volgen en voelen ze zich ook een stuk zelfverzekerder.
Eenvoudig te gebruiken
De dementieklok is zeer eenvoudig te gebruiken en in te stellen. Je kunt bijvoorbeeld verschillende wekkers instellen, bijvoorbeeld om aan te geven dat het tijd is om de medicijnen te nemen. Dankzij de handige herhaalfunctie hoeven de alarmen niet elke dag opnieuw te worden ingesteld. Verder kun je ook herinneringen instellen, bijvoorbeeld voor een bezoek van familie of voor het uitlaten van de hond.
Ervaar de voordelen nu zelf!
· Veelzijdig te gebruiken – Naast het tonen van de tijd en het instellen van alarmen, kan de dementieklok ook worden gebruikt als digitale fotolijst, of videospeler van de video's.
· Meer structuur in het leven – Door deze dementieklok te gebruiken breng je meer structuur aan in het leven van ouderen, slechtzienden en dementerenden, waardoor ze het vertrouwen dat ze nodig hebben in het dagelijks leven weer terugkrijgen.
· Gemakkelijk te personaliseren – Bij deze dementieklok kun je kiezen uit verschillende scherm displays en heb je de keuze uit een digitale of een analoge weergave.
· Inclusief afstandsbediening – De klok wordt geleverd met een afstandsbediening, waardoor de klok ook op afstand bediend kan worden!
",https://poraenco-nl.myshopify.com/products/dementieklok-7-inch,https://poraenco-nl.myshopify.com/products/dementieklok-7-inch,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-18cm-elektronica-214.jpg?v=1744117905,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-18cm-elektronica-930.jpg?v=1744117905,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-18cm-elektronica-720.jpg?v=1744117788,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-18cm-elektronica-734.jpg?v=1744117788,49.95,99.95,3,Pora&Co,8720828191125,Dementia clocks,0
47123539951957,"Dementieklok 20,3cm","Heb jij een dierbare die te maken heeft met de uitdagingen van Alzheimer, dementie of slechtziendheid en wil je deze persoon graag helpen met een praktische oplossing? Dan is deze dementieklok zeker een goede keuze. Deze digitale klok is speciaal ontworpen om in één oogopslag belangrijke informatie weer te geven, zoals de tijd, de dag, welk dagdeel het is en de datum. De dementieklok is voorzien van een groot display, waardoor alle gegevens duidelijk afleesbaar zijn, en kan zowel opgehangen als neergezet worden.
Ideaal voor ouderen, slechtzienden en dementerenden
Voor ouderen, slechtzienden en dementerende mensen is structuur en vertrouwen enorm belangrijk. Toch kunnen sommige ouderen wel wat hulp gebruiken om meer routine aan te brengen in hun dag. Deze dementieklok is in dit geval de ideale uitkomst. Met deze klok kunnen ouderen beter functioneren en langer zelfstandig blijven wonen.
Extra groot display
Je kunt de datum, de tijd en het dagdeel dankzij het grote scherm in één keer aflezen, waardoor ouderen en dementerenden eenvoudig kunnen zien welke dag van de week het is en hoe laat het is. Hierdoor is het makkelijker om een dagelijkse routine te volgen en voelen ze zich ook een stuk zelfverzekerder.
Eenvoudig te gebruiken
De dementieklok is zeer eenvoudig te gebruiken en in te stellen. Je kunt bijvoorbeeld verschillende wekkers instellen, bijvoorbeeld om aan te geven dat het tijd is om de medicijnen te nemen. Dankzij de handige herhaalfunctie hoeven de alarmen niet elke dag opnieuw te worden ingesteld. Verder kun je ook herinneringen instellen, bijvoorbeeld voor een bezoek van familie of voor het uitlaten van de hond.
Ervaar de voordelen nu zelf!
· Veelzijdig te gebruiken – Naast het tonen van de tijd en het instellen van alarmen, kan de dementieklok ook worden gebruikt als digitale fotolijst, of videospeler van de video's.
· Meer structuur in het leven – Door deze dementieklok te gebruiken breng je meer structuur aan in het leven van ouderen, slechtzienden en dementerenden, waardoor ze het vertrouwen dat ze nodig hebben in het dagelijks leven weer terugkrijgen.
· Gemakkelijk te personaliseren – Bij deze dementieklok kun je kiezen uit verschillende scherm displays en heb je de keuze uit een digitale of een analoge weergave.
· Inclusief afstandsbediening – De klok wordt geleverd met een afstandsbediening, waardoor de klok ook op afstand bediend kan worden!",https://poraenco-nl.myshopify.com/products/dementieklok-8-inch,https://poraenco-nl.myshopify.com/products/dementieklok-8-inch,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-20-3cm-elektronica-807.webp?v=1740491892,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-20-3cm-elektronica-144.webp?v=1740491896,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-20-3cm-elektronica-351.webp?v=1740491900,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/dementieklok-20-3cm-elektronica-279.webp?v=1740491904,59.95,99.95,60,Pora&Co,8720828191118,Dementia clocks,0
49979690680661,"Digitale Camera -  Inclusief 32 GB geheugenkaart - Zilver","Laat je kinderen de wereld vastleggen met onze speciaal ontworpen kindercamera! Deze kleurrijke en robuuste camera is perfect voor jonge fotografen die hun creativiteit willen ontdekken. Met een eenvoudig te bedienen interface en veilige, afgeronde randen is deze camera ideaal voor kleine handjes.
Belangrijkste kenmerken:
Inclusief 32GB SD-kaart: Je kinderen kunnen honderden foto's en video's maken zonder zorgen over opslagruimte. De 32GB SD-kaart biedt voldoende ruimte voor al hun avonturen.
Oplaadbaar via USB: Nooit meer gedoe met batterijen! Deze camera is gemakkelijk op te laden via USB, wat betekent dat hij altijd klaar is voor gebruik wanneer je kinderen dat zijn.
Kindvriendelijk ontwerp: Gemaakt van duurzame, schokbestendige materialen, deze camera is gebouwd om tegen een stootje te kunnen, perfect voor avontuurlijke kinderen.
Leuke fotofilters en effecten: Je kinderen kunnen hun creaties nog leuker maken met verschillende ingebouwde filters en effecten, speciaal ontworpen voor hen.
Eenvoudig in gebruik: Met intuïtieve knoppen en een eenvoudig menu kunnen kinderen moeiteloos door de functies navigeren.
Of het nu gaat om een vakantie, een schooluitje, of gewoon spelen in de tuin, deze kindercamera is de perfecte metgezel voor het vastleggen van onvergetelijke momenten. Geef je kinderen de kans om hun eigen foto- en videoavonturen te beleven met deze gebruiksvriendelijke en veilige camera!
Specificaties
Merk: Pora&amp;CoVideoresolutie: 1920x1080Pixelafbeelding: 44 megapixelsKleur: ZwartMateriaal: ABSGewicht: 113 grAfmetingen: L 13 x B 11 x H 10 cm
We staan achter de kwaliteit van onze producten. Als je om welke reden dan ook niet tevreden bent met je aankoop, neem dan gerust contact met ons op. Wij bieden 30 dagen niet-goed-geld-terug. 100% tevredenheids garantie voor risicoloos online winkelen!",https://poraenco-nl.myshopify.com/products/pora-co-digitale-camera-fototoestel-digitale-fotocamera-compact-camera-vlog-camera-voor-kinderen-inclusief-32gb-zilver,https://poraenco-nl.myshopify.com/products/pora-co-digitale-camera-fototoestel-digitale-fotocamera-compact-camera-vlog-camera-voor-kinderen-inclusief-32gb-zilver,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-612.jpg?v=1740057580,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-925.jpg?v=1740057585,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-399.jpg?v=1740057589,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-630.jpg?v=1740057593,59.95,119.95,89,Pora&Co,8720828191385,Digital camera,0
49506917744981,"Digitale Camera -  Inclusief 32 GB geheugenkaart - Zwart","Laat je kinderen de wereld vastleggen met onze speciaal ontworpen kindercamera! Deze kleurrijke en robuuste camera is perfect voor jonge fotografen die hun creativiteit willen ontdekken. Met een eenvoudig te bedienen interface en veilige, afgeronde randen is deze camera ideaal voor kleine handjes.
Belangrijkste kenmerken:
Inclusief 32GB SD-kaart: Je kinderen kunnen honderden foto's en video's maken zonder zorgen over opslagruimte. De 32GB SD-kaart biedt voldoende ruimte voor al hun avonturen.
Oplaadbaar via USB: Nooit meer gedoe met batterijen! Deze camera is gemakkelijk op te laden via USB, wat betekent dat hij altijd klaar is voor gebruik wanneer je kinderen dat zijn.
Kindvriendelijk ontwerp: Gemaakt van duurzame, schokbestendige materialen, deze camera is gebouwd om tegen een stootje te kunnen, perfect voor avontuurlijke kinderen.
Leuke fotofilters en effecten: Je kinderen kunnen hun creaties nog leuker maken met verschillende ingebouwde filters en effecten, speciaal ontworpen voor hen.
Eenvoudig in gebruik: Met intuïtieve knoppen en een eenvoudig menu kunnen kinderen moeiteloos door de functies navigeren.
Of het nu gaat om een vakantie, een schooluitje, of gewoon spelen in de tuin, deze kindercamera is de perfecte metgezel voor het vastleggen van onvergetelijke momenten. Geef je kinderen de kans om hun eigen foto- en videoavonturen te beleven met deze gebruiksvriendelijke en veilige camera!
Specificaties
Merk: Pora&amp;CoVideoresolutie: 1920x1080Pixelafbeelding: 44 megapixelsKleur: ZwartMateriaal: ABSGewicht: 113 grAfmetingen: L 13 x B 11 x H 10 cm
We staan achter de kwaliteit van onze producten. Als je om welke reden dan ook niet tevreden bent met je aankoop, neem dan gerust contact met ons op. Wij bieden 30 dagen niet-goed-geld-terug. 100% tevredenheids garantie voor risicoloos online winkelen!",https://poraenco-nl.myshopify.com/products/pora-co-digitale-camera-fototoestel-fotocamera-compact-camera-vlog-camera-voor-kinderen-inclusief-32gb,https://poraenco-nl.myshopify.com/products/pora-co-digitale-camera-fototoestel-fotocamera-compact-camera-vlog-camera-voor-kinderen-inclusief-32gb,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/NDV07007.jpg?v=1744116260,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-362.jpg?v=1744116260,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-524.jpg?v=1744116260,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/pora-co-digitale-camera-fototoestel-fotocamera-compact-vlog-115.jpg?v=1744116255,59.95,109.95,78,Pora&Co,8720828191330,Digital camera,0
51470305198421,"Digitale camera - Retro - Bruin","",https://poraenco-nl.myshopify.com/products/digitale-camera-retro-bruin,https://poraenco-nl.myshopify.com/products/digitale-camera-retro-bruin,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-15at03.05.41.jpg?v=1758114685,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-16at10.59.45_2.jpg?v=1758114685,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-15at03.05.43.jpg?v=1758114685,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-15at03.05.44_1.jpg?v=1758114685,59.95,119.95,50,Pora&Co,,,0
51470384660821,"Digitale camera - Retro - Zwart","",https://poraenco-nl.myshopify.com/products/digitale-camera-retro-zwart,https://poraenco-nl.myshopify.com/products/digitale-camera-retro-zwart,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-15at08.32.31_6.jpg?v=1758114476,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-16at10.59.45.jpg?v=1758114476,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-16at10.59.43.jpg?v=1758114476,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/WhatsAppImage2025-09-15at08.32.31_5.jpg?v=1758114469,59.95,119.95,50,Pora&Co,8720828191521,,0
50702838989141,"Digitale Camera 4K - Inclusief Geheugenkaart - Zwart","Herbeleef je mooiste herinneringen met de Pora&amp;Co Digitale Compact Camera – de ideale metgezel voor jong en oud. Of je nu foto's maakt van je dagje uit of spontane video’s opneemt, deze camera staat garant voor gebruiksgemak, kwaliteit én plezier. Dankzij de handige selfiemodus maak je in een handomdraai prachtige selfies, perfect voor al je sociale media momenten.",https://poraenco-nl.myshopify.com/products/digitale-camera-4k-inclusief-geheugenkaart-zwart,https://poraenco-nl.myshopify.com/products/digitale-camera-4k-inclusief-geheugenkaart-zwart,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_DigitaleCamera1.jpg?v=1745904695,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_DigitaleCamera2.jpg?v=1745904695,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_DigitaleCamera3.jpg?v=1745904696,https://cdn.shopify.com/s/files/1/0630/0178/8662/files/PoraCo_Listing_DigitaleCamera4.jpg?v=1745904696,99.95,199.95,16,Pora&Co,8720828191415,Digital camera,0
